id_tenrac,nom,prenom,courriel,telephone,adresse_postale,id_grade,id_entretien
268,Muller,Michel,michel.muller268@amu.fr,0600000268,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5523, 43.6585, NULL), NULL, NULL)",5,31
269,Sabreur,Charlotte,charlott.sabreur269@amu.fr,0600000269,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9736, 43.4191, NULL), NULL, NULL)",5,43
270,Richard,Raphael,raphael.richard270@amu.fr,0600000270,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9818, 43.1586, NULL), NULL, NULL)",4,27
271,Lambert,Bernard,bernard.lambert271@amu.fr,0600000271,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0638, 43.4252, NULL), NULL, NULL)",3,66
272,Nedjar,Charles,charles.nedjar272@amu.fr,0600000272,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4506, 43.1524, NULL), NULL, NULL)",3,26
273,Arnaud,Julien,julien.arnaud273@amu.fr,0600000273,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.196, 43.4488, NULL), NULL, NULL)",4,67
274,Hitier,Danielle,danielle.hitier274@amu.fr,0600000274,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4206, 43.7141, NULL), NULL, NULL)",4,55
275,Francois,Gilles,gilles.francois275@amu.fr,0600000275,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7712, 43.5481, NULL), NULL, NULL)",2,24
276,Chevalier,Catherine,catherin.chevalie276@amu.fr,0600000276,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6782, 43.8586, NULL), NULL, NULL)",1,36
277,Leroy,Paul,paul.leroy277@amu.fr,0600000277,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3137, 43.0938, NULL), NULL, NULL)",6,43
278,Cote,Virginie,virginie.cote278@amu.fr,0600000278,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7484, 43.6277, NULL), NULL, NULL)",3,23
279,Garcia,Nathan,nathan.garcia279@amu.fr,0600000279,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7306, 43.1712, NULL), NULL, NULL)",5,36
280,Higueurs,Brigitte,brigitte.higueurs280@amu.fr,0600000280,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.35, 43.7937, NULL), NULL, NULL)",4,46
281,Fontaine,Aline,aline.fontaine281@amu.fr,0600000281,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6537, 43.4017, NULL), NULL, NULL)",4,68
282,Monnier,Camille,camille.monnier282@amu.fr,0600000282,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1685, 43.1477, NULL), NULL, NULL)",2,19
283,Poulin,Myriam,myriam.poulin283@amu.fr,0600000283,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.635, 43.1814, NULL), NULL, NULL)",3,56
284,Lefebvre,Herve,herve.lefebvre284@amu.fr,0600000284,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0734, 43.2544, NULL), NULL, NULL)",5,80
285,Girard,Suzanne,suzanne.girard285@amu.fr,0600000285,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9947, 43.0941, NULL), NULL, NULL)",4,19
286,Perrin,Michele,michele.perrin286@amu.fr,0600000286,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7723, 43.9756, NULL), NULL, NULL)",1,39
287,Francois,Arthur,arthur.francois287@amu.fr,0600000287,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3815, 43.0263, NULL), NULL, NULL)",3,60
288,Tremblay,Therese,therese.tremblay288@amu.fr,0600000288,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9212, 43.1483, NULL), NULL, NULL)",4,4
289,Patateur,Maxime,maxime.patateur289@amu.fr,0600000289,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8273, 43.6171, NULL), NULL, NULL)",4,57
290,Robin,Pauline,pauline.robin290@amu.fr,0600000290,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2337, 43.7806, NULL), NULL, NULL)",4,52
291,Gomez,David,david.gomez291@amu.fr,0600000291,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.011, 43.6881, NULL), NULL, NULL)",6,22
292,Roussel,Albert,albert.roussel292@amu.fr,0600000292,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0807, 43.7613, NULL), NULL, NULL)",5,38
293,Dupont,Marion,marion.dupont293@amu.fr,0600000293,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0118, 43.6357, NULL), NULL, NULL)",3,71
294,Martin,Morgan,morgan.martin294@amu.fr,0600000294,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1163, 43.5296, NULL), NULL, NULL)",6,32
295,Lefebvre,Guy,guy.lefebvre295@amu.fr,0600000295,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7357, 43.855, NULL), NULL, NULL)",6,52
296,Sabreur,Marcelle,marcelle.sabreur296@amu.fr,0600000296,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9609, 43.0474, NULL), NULL, NULL)",3,57
297,Patateur,Mathis,mathis.patateur297@amu.fr,0600000297,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0029, 43.3874, NULL), NULL, NULL)",2,2
298,Gauthier,Aurelie,aurelie.gauthier298@amu.fr,0600000298,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9568, 43.8185, NULL), NULL, NULL)",6,67
299,Gingras,Michel,michel.gingras299@amu.fr,0600000299,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9428, 43.2749, NULL), NULL, NULL)",6,68
300,Monnier,Gerard,gerard.monnier300@amu.fr,0600000300,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7737, 43.3149, NULL), NULL, NULL)",2,40
301,Laurent,Michele,michele.laurent301@amu.fr,0600000301,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6689, 43.7349, NULL), NULL, NULL)",5,77
302,Gagnon,Mathis,mathis.gagnon302@amu.fr,0600000302,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4489, 43.6345, NULL), NULL, NULL)",4,79
303,Agostinelli,Rene,rene.agostine303@amu.fr,0600000303,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5862, 43.9146, NULL), NULL, NULL)",3,73
304,Deschamps,Christian,christia.deschamp304@amu.fr,0600000304,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8094, 43.6206, NULL), NULL, NULL)",4,37
305,Gingras,Raphael,raphael.gingras305@amu.fr,0600000305,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3624, 43.4799, NULL), NULL, NULL)",6,20
306,Monnier,Delphine,delphine.monnier306@amu.fr,0600000306,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1727, 43.7271, NULL), NULL, NULL)",5,62
307,Durand,Fabienne,fabienne.durand307@amu.fr,0600000307,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4667, 43.2323, NULL), NULL, NULL)",4,43
308,Gauthier,Isabelle,isabelle.gauthier308@amu.fr,0600000308,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7401, 43.3951, NULL), NULL, NULL)",2,80
309,Fabre,Gilles,gilles.fabre309@amu.fr,0600000309,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0726, 43.2348, NULL), NULL, NULL)",1,52
310,Martin,Brigitte,brigitte.martin310@amu.fr,0600000310,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.671, 43.9774, NULL), NULL, NULL)",4,29
311,Gagnon,Stephanie,stephani.gagnon311@amu.fr,0600000311,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.308, 43.1061, NULL), NULL, NULL)",2,29
312,Pelletier,Herve,herve.pelletie312@amu.fr,0600000312,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3933, 43.5064, NULL), NULL, NULL)",1,40
313,Hitier,Nadege,nadege.hitier313@amu.fr,0600000313,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0441, 43.8192, NULL), NULL, NULL)",3,65
314,Muller,Laetitia,laetitia.muller314@amu.fr,0600000314,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5472, 43.0694, NULL), NULL, NULL)",4,9
315,Boyer,Frederic,frederic.boyer315@amu.fr,0600000315,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7625, 43.9069, NULL), NULL, NULL)",5,8
316,Martel,Enzo,enzo.martel316@amu.fr,0600000316,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2036, 43.0704, NULL), NULL, NULL)",6,23
317,Albertos,Younes,younes.albertos317@amu.fr,0600000317,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2959, 43.5818, NULL), NULL, NULL)",3,26
318,Hitier,Manon,manon.hitier318@amu.fr,0600000318,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3493, 43.4536, NULL), NULL, NULL)",1,71
319,Lemaire,Claude,claude.lemaire319@amu.fr,0600000319,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3282, 43.2179, NULL), NULL, NULL)",3,66
320,Hitier,Dominique,dominiqu.hitier320@amu.fr,0600000320,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5244, 43.2898, NULL), NULL, NULL)",4,6
321,Meyer,Mael,mael.meyer321@amu.fr,0600000321,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9946, 43.8314, NULL), NULL, NULL)",3,25
322,Tremblay,Aurelie,aurelie.tremblay322@amu.fr,0600000322,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2622, 43.9996, NULL), NULL, NULL)",2,1
323,Roussel,Robert,robert.roussel323@amu.fr,0600000323,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4067, 43.3099, NULL), NULL, NULL)",1,64
324,Masson,Gerard,gerard.masson324@amu.fr,0600000324,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2411, 43.1672, NULL), NULL, NULL)",4,33
325,Cote,Nadege,nadege.cote325@amu.fr,0600000325,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9865, 43.4176, NULL), NULL, NULL)",5,44
326,Boule,Albert,albert.boule326@amu.fr,0600000326,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7743, 43.5878, NULL), NULL, NULL)",1,26
327,Lucas,Jules,jules.lucas327@amu.fr,0600000327,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1233, 43.7916, NULL), NULL, NULL)",2,56
328,Lambert,Pierre,pierre.lambert328@amu.fr,0600000328,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7899, 43.9684, NULL), NULL, NULL)",5,58
329,Renard,Alice,alice.renard329@amu.fr,0600000329,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6249, 43.7732, NULL), NULL, NULL)",3,25
330,Scila,Maeva,maeva.scila330@amu.fr,0600000330,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.343, 43.388, NULL), NULL, NULL)",1,51
331,Lambert,Pascale,pascale.lambert331@amu.fr,0600000331,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7689, 43.8152, NULL), NULL, NULL)",5,32
332,Roy,Carole,carole.roy332@amu.fr,0600000332,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8452, 43.9921, NULL), NULL, NULL)",4,33
333,Gingras,Sandrine,sandrine.gingras333@amu.fr,0600000333,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9354, 43.5109, NULL), NULL, NULL)",6,3
334,Picard,Stephane,stephane.picard334@amu.fr,0600000334,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2048, 43.5257, NULL), NULL, NULL)",6,27
335,Thomas,Sebastien,sebastie.thomas335@amu.fr,0600000335,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1387, 43.6427, NULL), NULL, NULL)",4,14
336,Tremblay,Victor,victor.tremblay336@amu.fr,0600000336,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9306, 43.1895, NULL), NULL, NULL)",4,20
337,Agostinelli,Maeva,maeva.agostine337@amu.fr,0600000337,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9975, 43.9952, NULL), NULL, NULL)",1,16
338,Vincent,Richard,richard.vincent338@amu.fr,0600000338,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8432, 43.1609, NULL), NULL, NULL)",2,11
339,Gagnon,Christian,christia.gagnon339@amu.fr,0600000339,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7095, 43.1707, NULL), NULL, NULL)",5,38
340,Perrin,Frederic,frederic.perrin340@amu.fr,0600000340,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2871, 43.8239, NULL), NULL, NULL)",2,60
341,Albertos,Marguerite,margueri.albertos341@amu.fr,0600000341,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3241, 43.3588, NULL), NULL, NULL)",3,80
342,Higueurs,Alice,alice.higueurs342@amu.fr,0600000342,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2969, 43.8179, NULL), NULL, NULL)",5,65
343,Robin,Mael,mael.robin343@amu.fr,0600000343,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7997, 43.4306, NULL), NULL, NULL)",3,16
344,Morin,Serge,serge.morin344@amu.fr,0600000344,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.909, 43.0511, NULL), NULL, NULL)",5,38
345,Gingras,Adame,adame.gingras345@amu.fr,0600000345,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.838, 43.7743, NULL), NULL, NULL)",5,56
346,Legrand,Arthur,arthur.legrand346@amu.fr,0600000346,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.813, 43.2123, NULL), NULL, NULL)",6,70
347,Nedjar,Serge,serge.nedjar347@amu.fr,0600000347,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0183, 43.3861, NULL), NULL, NULL)",4,70
348,Lefevre,Christelle,christel.lefevre348@amu.fr,0600000348,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5883, 43.9502, NULL), NULL, NULL)",6,21
349,Mouse,Sophie,sophie.mouse349@amu.fr,0600000349,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7753, 43.1895, NULL), NULL, NULL)",1,53
350,Martin,Mathieu,mathieu.martin350@amu.fr,0600000350,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7261, 43.6544, NULL), NULL, NULL)",6,26
351,Dumont,Leo,leo.dumont351@amu.fr,0600000351,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5258, 43.6311, NULL), NULL, NULL)",6,50
352,Roux,Marcelle,marcelle.roux352@amu.fr,0600000352,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4565, 43.455, NULL), NULL, NULL)",4,40
353,Muller,Maryse,maryse.muller353@amu.fr,0600000353,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8018, 43.3217, NULL), NULL, NULL)",6,39
354,White,Claire,claire.white354@amu.fr,0600000354,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8166, 43.4153, NULL), NULL, NULL)",1,31
355,Boyer,Lee,lee.boyer355@amu.fr,0600000355,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1885, 43.5761, NULL), NULL, NULL)",5,4
356,Dupuis,Younes,younes.dupuis356@amu.fr,0600000356,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0535, 43.3591, NULL), NULL, NULL)",5,3
357,Chevalier,Lea,lea.chevalie357@amu.fr,0600000357,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3494, 43.1937, NULL), NULL, NULL)",4,1
358,Nevot,Stephane,stephane.nevot358@amu.fr,0600000358,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2948, 43.076, NULL), NULL, NULL)",1,39
359,Boule,Maria,maria.boule359@amu.fr,0600000359,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.4049, 43.9889, NULL), NULL, NULL)",2,26
360,Roux,Eric,eric.roux360@amu.fr,0600000360,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3054, 43.9672, NULL), NULL, NULL)",6,6
361,Leclerc,Christian,christia.leclerc361@amu.fr,0600000361,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6469, 43.5425, NULL), NULL, NULL)",1,51
362,Lopez,Renee,renee.lopez362@amu.fr,0600000362,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9176, 43.9584, NULL), NULL, NULL)",2,11
363,Agostinelli,Emilie,emilie.agostine363@amu.fr,0600000363,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9048, 43.3861, NULL), NULL, NULL)",5,65
364,Marchand,David,david.marchand364@amu.fr,0600000364,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6473, 43.5558, NULL), NULL, NULL)",4,23
365,Bilar,Christian,christia.bilar365@amu.fr,0600000365,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1535, 43.9887, NULL), NULL, NULL)",4,28
366,Lambert,Mickey,mickey.lambert366@amu.fr,0600000366,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6219, 43.1843, NULL), NULL, NULL)",6,57
367,Vidal,Serge,serge.vidal367@amu.fr,0600000367,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7138, 43.7596, NULL), NULL, NULL)",1,26
368,Hitier,Patrice,patrice.hitier368@amu.fr,0600000368,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5536, 43.1958, NULL), NULL, NULL)",5,15
369,Poulin,Donald,donald.poulin369@amu.fr,0600000369,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6095, 43.0951, NULL), NULL, NULL)",5,36
370,Nedjar,Arthur,arthur.nedjar370@amu.fr,0600000370,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5524, 43.168, NULL), NULL, NULL)",2,38
371,Lambert,Olivier,olivier.lambert371@amu.fr,0600000371,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5979, 43.1706, NULL), NULL, NULL)",3,77
372,Martin,Christian,christia.martin372@amu.fr,0600000372,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1705, 43.3322, NULL), NULL, NULL)",6,77
373,Martel,Josiane,josiane.martel373@amu.fr,0600000373,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7694, 43.0741, NULL), NULL, NULL)",4,11
374,Navarro,Rene,rene.navarro374@amu.fr,0600000374,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3759, 43.7385, NULL), NULL, NULL)",1,6
375,Arnaud,Mila,mila.arnaud375@amu.fr,0600000375,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6909, 43.5995, NULL), NULL, NULL)",5,30
376,Boule,Valerie,valerie.boule376@amu.fr,0600000376,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.3122, 43.5758, NULL), NULL, NULL)",3,16
377,Pelletier,Laurence,laurence.pelletie377@amu.fr,0600000377,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5106, 43.2621, NULL), NULL, NULL)",2,65
378,Garcia,Gilles,gilles.garcia378@amu.fr,0600000378,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.6542, 43.6277, NULL), NULL, NULL)",2,66
379,De Gaulle,Julien,julien.degaull379@amu.fr,0600000379,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9114, 43.3546, NULL), NULL, NULL)",6,79
380,Higueurs,Pauline,pauline.higueurs380@amu.fr,0600000380,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2111, 43.0656, NULL), NULL, NULL)",1,23
381,Thomas,Mickael,mickael.thomas381@amu.fr,0600000381,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5492, 43.714, NULL), NULL, NULL)",1,47
382,Colin,Anne,anne.colin382@amu.fr,0600000382,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8571, 43.5223, NULL), NULL, NULL)",2,40
383,Bilar,Stephanie,stephani.bilar383@amu.fr,0600000383,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5378, 43.0887, NULL), NULL, NULL)",2,25
384,Vidal,Aurelie,aurelie.vidal384@amu.fr,0600000384,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1989, 43.909, NULL), NULL, NULL)",3,43
385,Bouchard,Gabriel,gabriel.bouchard385@amu.fr,0600000385,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2759, 43.7102, NULL), NULL, NULL)",1,3
386,Roussel,Serge,serge.roussel386@amu.fr,0600000386,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1961, 43.4038, NULL), NULL, NULL)",6,51
387,Mercier,Jeanne,jeanne.mercier387@amu.fr,0600000387,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.8185, 43.8833, NULL), NULL, NULL)",2,17
388,Nicolas,Xavier,xavier.nicolas388@amu.fr,0600000388,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9971, 43.5535, NULL), NULL, NULL)",4,33
389,Leclerc,Xavier,xavier.leclerc389@amu.fr,0600000389,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9266, 43.5689, NULL), NULL, NULL)",3,74
390,Machiavel,Nicolas,nicolas.machiave390@amu.fr,0600000390,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.9937, 43.1369, NULL), NULL, NULL)",1,39
391,Monnier,Patrice,patrice.monnier391@amu.fr,0600000391,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.0835, 43.8325, NULL), NULL, NULL)",6,77
392,Guerin,Serge,serge.guerin392@amu.fr,0600000392,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.791, 43.5802, NULL), NULL, NULL)",5,21
393,Caron,Marcel,marcel.caron393@amu.fr,0600000393,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2955, 43.5829, NULL), NULL, NULL)",5,66
394,Dupont,Pierre,pierre.dupont394@amu.fr,0600000394,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5524, 43.183, NULL), NULL, NULL)",6,57
395,Cote,Christelle,christel.cote395@amu.fr,0600000395,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.1107, 43.7536, NULL), NULL, NULL)",3,22
396,Gagnon,Catherine,catherin.gagnon396@amu.fr,0600000396,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5079, 43.0296, NULL), NULL, NULL)",4,17
397,Gingras,Stephanie,stephani.gingras397@amu.fr,0600000397,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5767, 43.3823, NULL), NULL, NULL)",2,27
398,Morancey,Mathias,mathias.morancey398@amu.fr,0600000398,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.5259, 43.9905, NULL), NULL, NULL)",4,43
399,Lefebvre,Arthur,arthur.lefebvre399@amu.fr,0600000399,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.2883, 43.5557, NULL), NULL, NULL)",6,36
400,Machiavel,Aureille,aureille.machiave400@amu.fr,0600000400,"MDSYS.SDO_GEOMETRY(2001, 8307, MDSYS.SDO_POINT_TYPE(5.7583, 43.1632, NULL), NULL, NULL)",5,29
